u_id,home,name
78861921,1216,FREQ
76711791,1136,FREQ
54076544,502,FREQ
42730597,678,FREQ
5534630,698,FREQ
44105100,1530,FREQ
10125795,1612,FREQ
7681634,1079,FREQ
74156381,1471,FREQ
84519362,1131,FREQ
25346847,1483,FREQ
71914720,1137,FREQ
8258027,1060,FREQ
99515914,1450,FREQ
73810981,1151,FREQ
50281706,1092,FREQ
44850015,1172,FREQ
28839867,917,FREQ
28004251,805,FREQ
15503619,937,FREQ
91390055,937,FREQ
43283255,1398,FREQ
84826443,995,FREQ
99847828,1135,FREQ
18725884,1079,FREQ
7347685,823,FREQ
1966862,1292,FREQ
36913099,805,FREQ
94433456,1073,FREQ
90806727,1131,FREQ
45256098,1425,FREQ
88846967,630,FREQ
40153763,759,FREQ
74995616,1388,FREQ
31130476,1461,FREQ
32356564,1709,FREQ
33671345,597,FREQ
91042148,1450,FREQ
60602251,1596,FREQ
91256063,1088,FREQ
37464757,559,FREQ
15332482,1374,FREQ
28945080,1168,FREQ
63831330,1471,FREQ
32370300,1587,FREQ
53850358,741,FREQ
71966445,1359,FREQ
17022563,542,FREQ
68206777,387,FREQ
47466559,823,FREQ
65347495,1594,FREQ
86311701,1309,FREQ
22698801,1603,FREQ
26337567,1257,FREQ
64565381,1135,FREQ
16442193,1483,FREQ
511278,1484,FREQ
21980397,1239,FREQ
64544231,1612,FREQ
4156286,862,FREQ
68556935,1272,FREQ
91614153,442,FREQ
44097248,579,FREQ
6275380,1629,FREQ
4420641,1411,FREQ
82676100,1420,FREQ
38452032,924,FREQ
78200171,1312,FREQ
52799091,1556,FREQ
31437552,1431,FREQ
18193297,842,FREQ
15235298,1408,FREQ
64268356,800,FREQ
5059062,701,FREQ
34907644,1487,FREQ
33956965,1449,FREQ
88327856,1478,FREQ
12138837,781,FREQ
63307438,647,FREQ
17805569,1274,FREQ
31565701,741,FREQ
6329917,1500,FREQ
95835764,1639,FREQ
85721263,824,FREQ
54071015,1136,FREQ
60466313,480,FREQ
17485981,1459,FREQ
89365767,781,FREQ
4903404,387,FREQ
55627327,1563,FREQ
26540765,957,FREQ
50303154,354,FREQ
67406692,1071,FREQ
70623508,1604,FREQ
57971894,1655,FREQ
41139173,1131,FREQ
22918327,1398,FREQ
1353481,1401,FREQ
86528245,1039,FREQ
30234720,721,FREQ
98196851,1187,FREQ
15189377,1613,FREQ
58610902,1000,FREQ
33988376,1471,FREQ
53842600,1234,FREQ
99220559,644,FREQ
32443568,1213,FREQ
18627123,370,FREQ
21689305,1125,FREQ
1016069,1584,FREQ
47782537,1566,FREQ
86198737,735,FREQ
4488056,1471,FREQ
72887258,962,FREQ
6133470,1426,FREQ
24487666,1582,FREQ
32365284,898,FREQ
90934896,1236,FREQ
49013063,355,FREQ
49288677,646,FREQ
71348824,442,FREQ
95438443,597,FREQ
81940813,824,FREQ
25185735,1622,FREQ
78495835,842,FREQ
92380248,1172,FREQ
54499771,1131,FREQ
21551142,597,FREQ
85076113,812,FREQ
85567362,1562,FREQ
27359116,918,FREQ
